original_path,new_path,label,class_name,filename
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (463).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (463).png,0,Normal,NormalG0 (463).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (464).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (464).png,0,Normal,NormalG0 (464).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (465).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (465).png,0,Normal,NormalG0 (465).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (466).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (466).png,0,Normal,NormalG0 (466).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (467).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (467).png,0,Normal,NormalG0 (467).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (468).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (468).png,0,Normal,NormalG0 (468).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (469).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (469).png,0,Normal,NormalG0 (469).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (470).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (470).png,0,Normal,NormalG0 (470).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (471).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (471).png,0,Normal,NormalG0 (471).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (472).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (472).png,0,Normal,NormalG0 (472).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (473).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (473).png,0,Normal,NormalG0 (473).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (474).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (474).png,0,Normal,NormalG0 (474).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (475).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (475).png,0,Normal,NormalG0 (475).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (476).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (476).png,0,Normal,NormalG0 (476).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (477).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (477).png,0,Normal,NormalG0 (477).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (478).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (478).png,0,Normal,NormalG0 (478).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (479).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (479).png,0,Normal,NormalG0 (479).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (480).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (480).png,0,Normal,NormalG0 (480).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (481).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (481).png,0,Normal,NormalG0 (481).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (482).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (482).png,0,Normal,NormalG0 (482).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (483).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (483).png,0,Normal,NormalG0 (483).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (484).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (484).png,0,Normal,NormalG0 (484).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (485).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (485).png,0,Normal,NormalG0 (485).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (486).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (486).png,0,Normal,NormalG0 (486).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (487).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (487).png,0,Normal,NormalG0 (487).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (488).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (488).png,0,Normal,NormalG0 (488).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (489).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (489).png,0,Normal,NormalG0 (489).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (490).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (490).png,0,Normal,NormalG0 (490).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (491).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (491).png,0,Normal,NormalG0 (491).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (492).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (492).png,0,Normal,NormalG0 (492).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (493).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (493).png,0,Normal,NormalG0 (493).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (494).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (494).png,0,Normal,NormalG0 (494).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (495).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (495).png,0,Normal,NormalG0 (495).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (496).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (496).png,0,Normal,NormalG0 (496).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (497).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (497).png,0,Normal,NormalG0 (497).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (498).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (498).png,0,Normal,NormalG0 (498).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (499).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (499).png,0,Normal,NormalG0 (499).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (500).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (500).png,0,Normal,NormalG0 (500).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (501).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (501).png,0,Normal,NormalG0 (501).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (502).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (502).png,0,Normal,NormalG0 (502).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (503).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (503).png,0,Normal,NormalG0 (503).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (504).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (504).png,0,Normal,NormalG0 (504).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (505).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (505).png,0,Normal,NormalG0 (505).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (506).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (506).png,0,Normal,NormalG0 (506).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (507).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (507).png,0,Normal,NormalG0 (507).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (508).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (508).png,0,Normal,NormalG0 (508).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (509).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (509).png,0,Normal,NormalG0 (509).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (510).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (510).png,0,Normal,NormalG0 (510).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (511).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (511).png,0,Normal,NormalG0 (511).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (512).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (512).png,0,Normal,NormalG0 (512).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (513).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (513).png,0,Normal,NormalG0 (513).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (514).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\0Normal\NormalG0 (514).png,0,Normal,NormalG0 (514).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (441).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (441).png,1,Doubtful,DoubtfulG1 (441).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (442).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (442).png,1,Doubtful,DoubtfulG1 (442).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (443).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (443).png,1,Doubtful,DoubtfulG1 (443).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (444).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (444).png,1,Doubtful,DoubtfulG1 (444).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (445).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (445).png,1,Doubtful,DoubtfulG1 (445).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (446).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (446).png,1,Doubtful,DoubtfulG1 (446).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (447).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (447).png,1,Doubtful,DoubtfulG1 (447).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (448).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (448).png,1,Doubtful,DoubtfulG1 (448).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (449).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (449).png,1,Doubtful,DoubtfulG1 (449).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (450).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (450).png,1,Doubtful,DoubtfulG1 (450).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (451).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (451).png,1,Doubtful,DoubtfulG1 (451).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (452).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (452).png,1,Doubtful,DoubtfulG1 (452).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (453).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (453).png,1,Doubtful,DoubtfulG1 (453).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (454).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (454).png,1,Doubtful,DoubtfulG1 (454).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (455).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (455).png,1,Doubtful,DoubtfulG1 (455).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (456).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (456).png,1,Doubtful,DoubtfulG1 (456).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (457).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (457).png,1,Doubtful,DoubtfulG1 (457).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (458).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (458).png,1,Doubtful,DoubtfulG1 (458).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (459).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (459).png,1,Doubtful,DoubtfulG1 (459).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (460).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (460).png,1,Doubtful,DoubtfulG1 (460).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (461).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (461).png,1,Doubtful,DoubtfulG1 (461).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (462).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (462).png,1,Doubtful,DoubtfulG1 (462).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (463).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (463).png,1,Doubtful,DoubtfulG1 (463).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (464).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (464).png,1,Doubtful,DoubtfulG1 (464).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (465).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (465).png,1,Doubtful,DoubtfulG1 (465).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (466).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (466).png,1,Doubtful,DoubtfulG1 (466).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (467).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (467).png,1,Doubtful,DoubtfulG1 (467).png
C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\1Doubtful\DoubtfulG1 (468).png,C:\Users\yuely\OneDrive\Desktop\cs760\760-Group1\data\excluded\double_knee\1Doubtful\DoubtfulG1 (468).png,1,Doubtful,DoubtfulG1 (468).png
